"num_conta","cod_cliente","cod_agencia","cod_colaborador","tipo_conta","data_abertura","saldo_total","saldo_disponivel","data_ultimo_lancamento"
"850","850","3","37","PF","2013-07-22 14:42:00+00:00","117660.8","107914.04","2018-08-05 01:57:43+00:00"
"173","173","3","41","PF","2021-05-12 14:45:00+00:00","87.44","536.72","2022-12-29 23:59:59.464383+00:00"
"525","525","3","41","PF","2012-05-03 13:10:00+00:00","22773.81","20567.89","2017-10-21 07:21:47+00:00"
"576","576","3","41","PF","2015-12-26 13:07:00+00:00","1618.48","1368.46","2021-04-12 00:08:06+00:00"
"582","582","3","41","PF","2013-02-21 11:58:00+00:00","36087.81","37148.3","2022-12-30 00:00:00.462063+00:00"
"603","603","3","41","PF","2018-04-20 10:44:00+00:00","4323.15","4352.13","2022-12-29 15:20:07+00:00"
"689","689","3","41","PF","2014-04-15 11:08:00+00:00","37557.59","34398.15","2022-12-29 22:51:57+00:00"
"861","861","3","41","PF","2018-07-15 11:31:00+00:00","3621.64","3264.96","2022-09-26 16:33:15+00:00"
"104","104","3","45","PF","2018-01-04 12:09:00+00:00","10225.38","10009.55","2022-12-30 00:00:00.624769+00:00"
"179","179","3","45","PF","2019-01-15 11:29:00+00:00","67454.05","66086.48","2022-12-29 23:59:59.901142+00:00"
"364","364","3","45","PF","2013-09-07 14:06:00+00:00","19006.9","19977.87","2019-02-24 05:44:55+00:00"
"371","371","3","45","PF","2012-12-04 12:48:00+00:00","35852.78","32782.46","2022-12-29 23:58:41+00:00"
"535","535","3","45","PF","2014-09-06 13:52:00+00:00","35.27","24.18","2021-09-06 18:08:48+00:00"
"800","800","3","45","PF","2015-02-25 15:05:00+00:00","45523.67","46356.45","2022-12-30 00:00:00.482356+00:00"
"840","840","3","45","PF","2013-02-05 11:08:00+00:00","18951.81","19926.05","2022-12-29 23:59:59.777193+00:00"
"966","966","3","45","PF","2013-11-05 15:33:00+00:00","15348.31","15243.72","2022-12-29 08:21:46+00:00"
"71","71","3","47","PF","2013-12-14 13:59:00+00:00","16164.54","14842.35","2019-12-04 03:28:17+00:00"
"162","162","3","47","PF","2012-11-15 11:37:00+00:00","22674.02","22376.76","2016-11-24 10:37:37+00:00"
"238","238","3","47","PF","2019-03-08 16:08:00+00:00","786.88","783.2","2022-12-29 23:59:59.181535+00:00"
"374","374","3","47","PF","2013-07-28 11:52:00+00:00","71434.55","69922.48","2021-03-04 21:21:16+00:00"
"430","430","3","47","PF","2013-08-16 11:02:00+00:00","1546.67","1451.68","2019-03-11 04:35:56+00:00"
"752","752","3","47","PF","2017-10-28 15:26:00+00:00","657.92","538.65","2022-12-29 23:59:59.381012+00:00"
"778","778","3","47","PF","2018-12-21 14:46:00+00:00","4988.43","5373.21","2022-12-29 23:59:59.562888+00:00"
"832","832","3","47","PF","2012-12-25 15:27:00+00:00","56012.79","51659.17","2019-09-23 22:31:07+00:00"
"863","863","3","47","PF","2015-11-26 12:41:00+00:00","118.81","56.56","2018-09-23 21:05:00+00:00"
"3","3","3","49","PF","2013-01-05 13:13:00+00:00","25244.49","24079.04","2022-08-14 20:51:30+00:00"
"155","155","3","49","PF","2013-08-22 13:27:00+00:00","57577.01","57526.38","2018-09-21 22:25:28+00:00"
"523","523","3","49","PF","2013-03-18 10:44:00+00:00","16025.31","14722.03","2015-06-04 18:42:29+00:00"
"765","765","3","49","PF","2019-05-27 12:48:00+00:00","291.08","200.49","2022-12-29 23:59:59.267491+00:00"
"846","846","3","49","PF","2013-10-12 10:33:00+00:00","143847.09","130458.18","2022-12-30 00:00:00.110692+00:00"
"881","881","3","49","PF","2019-12-23 15:28:00+00:00","5707.79","5466.55","2022-12-29 23:57:20+00:00"
"886","886","3","49","PF","2014-04-26 15:43:00+00:00","3586.69","3645.79","2019-03-02 04:00:38+00:00"
"909","909","3","74","PF","2019-01-04 13:26:00+00:00","64506.15","67700.81","2022-11-25 11:40:32+00:00"
"56","56","3","78","PF","2022-09-21 14:40:00+00:00","149048.22","139067.4","2022-12-29 23:59:59.172722+00:00"
"269","269","3","78","PF","2013-01-05 13:51:00+00:00","15245.68","14424.13","2020-06-26 14:50:37+00:00"
"325","325","3","78","PF","2014-04-14 15:34:00+00:00","23586.85","24763.26","2017-06-18 05:59:33+00:00"
"480","480","3","78","PF","2012-12-09 11:58:00+00:00","104.98","11.27","2022-11-03 15:02:20+00:00"
"507","507","3","78","PF","2015-04-20 11:35:00+00:00","296.15","254.43","2021-09-24 11:34:05+00:00"
"599","599","3","78","PF","2020-01-11 14:52:00+00:00","161.94","139.21","2022-12-27 05:16:01+00:00"
"898","898","3","78","PF","2013-02-25 15:54:00+00:00","79839.16","79023.89","2018-03-09 02:47:00+00:00"
"914","914","3","78","PF","2017-11-11 11:08:00+00:00","675.83","650.86","2022-12-26 03:19:05+00:00"
"43","43","3","88","PF","2016-09-03 15:08:00+00:00","43388.05","39429.83","2022-12-29 23:59:59.486255+00:00"
"80","80","3","88","PF","2015-04-23 15:08:00+00:00","28432.93","29330.0","2022-12-29 23:58:24+00:00"
"205","205","3","88","PF","2016-01-15 11:42:00+00:00","28440.02","26009.76","2022-08-23 17:11:54+00:00"
"373","373","3","88","PF","2013-07-19 15:18:00+00:00","47371.69","48268.47","2016-11-07 23:16:26+00:00"
"419","419","3","88","PF","2013-05-01 15:18:00+00:00","1444.26","1153.85","2022-12-30 00:00:00.898288+00:00"
"115","115","3","98","PF","2013-01-16 15:15:00+00:00","6.47","82556.41","2016-08-14 00:37:46+00:00"
"193","193","3","98","PF","2014-06-24 14:39:00+00:00","9466.42","9226.57","2022-12-29 23:59:59.974984+00:00"
"248","248","3","98","PF","2019-06-13 11:34:00+00:00","919.25","871.17","2022-08-07 17:26:08+00:00"
"298","298","3","98","PF","2012-04-21 15:53:00+00:00","106461.8","99486.45","2019-04-06 04:06:26+00:00"
"408","408","3","98","PF","2021-10-15 10:47:00+00:00","9193.06","8497.31","2022-12-30 00:00:00.614611+00:00"
"416","416","3","98","PF","2022-12-18 13:37:00+00:00","35643.51","34907.8","2023-01-01 20:22:28.291488+00:00"
"592","592","3","98","PF","2014-10-28 14:46:00+00:00","493.41","427.08","2022-12-06 18:19:31+00:00"
"866","866","3","98","PF","2019-06-22 13:36:00+00:00","4.34","624.82","2022-12-30 00:00:00.276554+00:00"
"906","906","3","98","PF","2012-11-25 14:07:00+00:00","25095.49","25725.94","2022-12-29 23:59:59.463588+00:00"
"960","960","3","98","PF","2014-07-05 13:14:00+00:00","78171.21","77835.11","2020-01-10 00:14:06+00:00"
"9","9","4","3","PF","2022-12-08 11:21:00+00:00","81101.63","75739.07","2022-12-30 16:23:13.549956+00:00"
"39","39","4","3","PF","2022-04-25 15:35:00+00:00","12353.21","12760.23","2022-12-29 23:59:59.468678+00:00"
"460","460","4","3","PF","2014-03-04 10:43:00+00:00","4130.98","2982.8","2022-12-24 04:32:38+00:00"
"571","571","4","3","PF","2018-01-18 14:36:00+00:00","469.75","316.68","2022-12-30 00:00:00.108166+00:00"
"580","580","4","3","PF","2014-05-04 13:13:00+00:00","17823.12","17114.17","2022-12-29 23:59:59.585665+00:00"
"727","727","4","3","PF","2020-08-10 12:55:00+00:00","2660.26","1976.68","2022-06-08 10:09:04+00:00"
"780","780","4","3","PF","2018-02-05 11:35:00+00:00","2476.53","2414.31","2022-02-20 07:42:18+00:00"
"813","813","4","3","PF","2020-08-28 11:27:00+00:00","410.84","202.07","2022-12-30 00:00:00.084096+00:00"
"848","848","4","3","PF","2022-10-14 14:02:00+00:00","6.09","26.09","2022-12-29 23:59:59.524731+00:00"
"924","924","4","3","PF","2021-10-20 15:55:00+00:00","26185.64","23748.1","2022-12-29 23:59:14+00:00"
"943","943","4","3","PF","2017-09-07 15:09:00+00:00","35595.45","32521.38","2022-12-30 00:00:00.929314+00:00"
"5","5","4","32","PF","2015-01-14 11:53:00+00:00","137649.19","120169.19","2018-07-24 03:18:52+00:00"
"49","49","4","32","PF","2021-05-05 12:58:00+00:00","349.16","97.49","2022-12-29 23:59:59.235451+00:00"
"148","148","4","32","PF","2016-02-22 11:31:00+00:00","6451.98","5824.07","2022-12-28 19:44:36+00:00"
"187","187","4","32","PF","2022-03-08 15:48:00+00:00","8302.29","7893.98","2022-12-29 23:59:59.691567+00:00"
"250","250","4","32","PF","2018-12-08 13:43:00+00:00","8020.77","9242.54","2022-12-29 23:59:59.833297+00:00"
"279","279","4","32","PF","2018-04-09 11:15:00+00:00","21046.98","21497.92","2022-12-29 23:59:59.844831+00:00"
"356","356","4","32","PF","2014-01-13 11:30:00+00:00","44776.38","40667.3","2022-06-01 14:56:38+00:00"
"444","444","4","32","PF","2022-11-20 16:56:00+00:00","3825.86","3737.08","2022-12-30 00:00:00.907773+00:00"
"467","467","4","32","PF","2018-02-26 12:52:00+00:00","32232.68","32091.99","2022-12-29 23:59:59.242815+00:00"
"615","615","4","32","PF","2021-06-11 16:02:00+00:00","98888.47","90717.11","2022-12-30 00:00:00.184665+00:00"
"638","638","4","32","PF","2018-07-05 11:41:00+00:00","314.0","19.7","2022-12-29 23:59:59.306088+00:00"
"705","705","4","32","PF","2015-07-24 13:19:00+00:00","7272.48","7395.5","2019-05-21 05:28:33+00:00"
"749","749","4","32","PF","2018-08-23 12:31:00+00:00","45291.67","43485.14","2021-05-18 15:03:23+00:00"
"781","781","4","32","PF","2014-09-23 11:27:00+00:00","337.7","78.42","2022-07-26 15:01:24+00:00"
"828","828","4","32","PF","2021-12-25 12:52:00+00:00","10753.21","10954.17","2022-12-30 00:00:00.363526+00:00"
"830","830","4","32","PF","2018-01-11 14:07:00+00:00","20823.54","19957.63","2022-12-29 16:43:16+00:00"
"834","834","4","32","PF","2015-03-25 14:02:00+00:00","241.17","179.65","2018-08-31 03:04:19+00:00"
"923","923","4","32","PF","2021-05-05 13:11:00+00:00","21432.62","21785.72","2022-12-29 23:59:59+00:00"
"988","988","4","32","PF","2021-02-22 14:02:00+00:00","2195.14","2052.75","2022-12-28 21:18:58+00:00"
"57","57","4","61","PF","2017-05-04 16:51:00+00:00","698.57","619.98","2022-12-29 23:58:01+00:00"
"60","60","4","61","PF","2017-11-28 14:52:00+00:00","3646.37","3704.51","2022-02-17 17:18:46+00:00"
"161","161","4","61","PF","2015-08-17 15:19:00+00:00","7354.64","6742.02","2021-10-24 13:08:04+00:00"
"230","230","4","61","PF","2020-12-22 16:37:00+00:00","8796.05","8269.42","2022-12-30 00:00:00.169379+00:00"
"252","252","4","61","PF","2019-07-18 12:56:00+00:00","269.71","237.12","2021-06-17 13:59:18+00:00"
"322","322","4","61","PF","2014-06-27 15:40:00+00:00","48224.93","48608.93","2019-02-24 23:20:51+00:00"
"350","350","4","61","PF","2018-11-15 15:42:00+00:00","65716.3","66372.28","2022-12-30 00:00:00.146730+00:00"
"541","541","4","61","PF","2019-04-25 13:04:00+00:00","80038.67","82151.29","2022-12-29 18:39:24+00:00"
"568","568","4","61","PF","2020-08-22 15:21:00+00:00","78357.28","74084.74","2022-12-29 23:59:59.094036+00:00"
"575","575","4","61","PF","2015-07-27 11:15:00+00:00","80964.1","79474.92","2022-06-23 07:35:02+00:00"
"852","852","4","61","PF","2015-07-01 16:05:00+00:00","41988.59","42369.58","2016-09-28 15:36:43+00:00"
"970","970","4","61","PF","2021-01-07 15:42:00+00:00","34423.44","32777.22","2022-12-29 09:00:54+00:00"
"164","164","4","73","PF","2014-09-08 12:52:00+00:00","6258.36","6164.68","2020-05-21 03:00:44+00:00"
"233","233","4","73","PF","2014-12-02 14:14:00+00:00","30.06","9.76","2019-04-09 01:26:15+00:00"
"259","259","4","73","PF","2019-10-12 12:17:00+00:00","143.99","102.77","2022-12-29 23:59:59.925936+00:00"
"304","304","4","73","PF","2019-07-04 11:12:00+00:00","47188.65","44492.25","2021-03-07 13:57:27+00:00"
"346","346","4","73","PF","2019-03-02 11:07:00+00:00","72228.95","66842.31","2022-06-21 22:38:31+00:00"
"363","363","4","73","PF","2022-05-03 11:19:00+00:00","5784.43","4613.95","2022-12-29 23:59:59.540603+00:00"
"366","366","4","73","PF","2014-06-06 15:19:00+00:00","18102.16","18358.39","2022-12-29 23:59:59.693692+00:00"
"390","390","4","73","PF","2018-08-17 15:11:00+00:00","245.62","301.42","2022-12-20 16:53:47+00:00"
"448","448","4","73","PF","2019-12-18 13:11:00+00:00","108585.12","108046.82","2022-12-30 00:00:00.302617+00:00"
"515","515","4","73","PF","2014-04-17 15:32:00+00:00","127.81","101.63","2022-12-30 00:00:00.819885+00:00"
"614","614","4","73","PF","2014-04-16 13:23:00+00:00","17250.89","17057.35","2018-10-11 13:45:20+00:00"
"624","624","4","73","PF","2015-08-03 16:55:00+00:00","6263.42","5759.04","2022-04-09 16:15:28+00:00"
"703","703","4","73","PF","2015-03-04 13:12:00+00:00","13916.08","14255.22","2020-04-08 17:50:08+00:00"
"723","723","4","73","PF","2013-12-02 14:38:00+00:00","29617.02","27618.22","2019-08-17 03:45:19+00:00"
"753","753","4","73","PF","2017-07-04 15:05:00+00:00","13400.35","13211.55","2022-09-08 08:44:46+00:00"
"776","776","4","73","PF","2021-03-14 15:58:00+00:00","117.6","76.58","2022-12-29 23:59:59.002650+00:00"
"798","798","4","73","PF","2015-11-21 10:49:00+00:00","539.24","509.95","2022-12-29 23:56:27+00:00"
"838","838","4","73","PF","2013-11-15 16:17:00+00:00","20058.3","19265.34","2021-05-08 07:11:47+00:00"
"899","899","4","73","PF","2021-10-17 13:00:00+00:00","8539.37","8294.29","2022-12-29 23:59:59.358220+00:00"
"934","934","4","73","PF","2017-08-25 16:02:00+00:00","4177.67","3450.27","2022-12-29 23:59:59.465741+00:00"
"940","940","4","73","PF","2016-10-25 11:53:00+00:00","7979.81","8178.8","2022-12-29 23:55:32+00:00"
"974","974","4","73","PF","2014-07-18 15:15:00+00:00","1633.75","1166.87","2016-11-23 20:48:56+00:00"
"993","993","4","73","PF","2017-10-07 11:40:00+00:00","6775.41","6150.55","2021-11-17 01:08:31+00:00"
"102","102","5","5","PF","2015-02-28 16:28:00+00:00","15506.31","14875.64","2022-12-29 23:59:59.841585+00:00"
"158","158","5","5","PF","2018-10-22 15:47:00+00:00","102.45","60.28","2022-02-07 05:58:52+00:00"
"312","312","5","5","PF","2022-07-12 16:34:00+00:00","2990.55","2843.45","2022-12-29 23:59:59.301049+00:00"
"532","532","5","5","PF","2021-07-13 14:56:00+00:00","49694.78","49628.38","2022-12-30 00:00:00.473273+00:00"
"747","747","5","5","PF","2022-11-18 14:04:00+00:00","505.39","507.2","2022-12-29 23:59:59.735921+00:00"
"180","180","5","9","PF","2022-07-21 12:36:00+00:00","3046.32","3004.33","2022-12-29 23:59:59.643909+00:00"
"215","215","5","9","PF","2020-04-10 14:14:00+00:00","45569.01","44209.51","2022-12-29 23:59:59.137126+00:00"
"413","413","5","9","PF","2014-05-20 11:41:00+00:00","12999.93","13377.54","2022-12-29 23:10:57+00:00"
"600","600","5","9","PF","2021-01-10 15:35:00+00:00","2724.05","2350.11","2022-12-29 23:59:59.635068+00:00"
"980","980","5","9","PF","2022-07-27 11:26:00+00:00","5490.92","5758.24","2022-12-30 00:00:00.431605+00:00"
"1","1","5","10","PF","2014-07-08 16:25:00+00:00","22473.87","22538.06","2022-11-08 13:22:46+00:00"
"223","223","5","10","PF","2022-12-17 16:43:00+00:00","30.26","12.23","2022-12-29 23:59:59.024565+00:00"
"476","476","5","10","PF","2018-05-26 15:11:00+00:00","37413.6","34814.88","2021-02-23 06:10:46+00:00"
"630","630","5","10","PF","2014-07-02 12:56:00+00:00","799.29","698.33","2022-12-03 10:49:57+00:00"
"833","833","5","10","PF","2014-07-17 12:29:00+00:00","16409.37","15424.99","2021-03-23 03:37:51+00:00"
"157","157","5","21","PF","2017-08-20 12:13:00+00:00","183979.04","172773.53","2022-12-27 08:19:50+00:00"
"326","326","5","21","PF","2018-01-27 14:50:00+00:00","35921.45","1284.29","2022-09-02 11:18:09+00:00"
"447","447","5","21","PF","2022-03-08 15:28:00+00:00","453.5","396.53","2022-12-29 23:59:59.104941+00:00"
"514","514","5","21","PF","2021-01-20 11:35:00+00:00","12237.53","11325.96","2022-12-29 23:59:59.719657+00:00"
"196","196","5","36","PF","2014-06-05 12:16:00+00:00","34585.58","35985.86","2021-04-27 14:55:59+00:00"
"343","343","5","36","PF","2021-09-20 12:12:00+00:00","25938.22","24644.54","2022-12-30 00:00:00.725948+00:00"
"692","692","5","36","PF","2014-07-11 12:48:00+00:00","34962.18","32166.28","2022-12-30 00:00:00.681571+00:00"
"987","987","5","36","PF","2014-08-02 14:57:00+00:00","2148.68","2159.69","2016-08-29 01:18:41+00:00"
"328","328","5","43","PF","2017-03-04 13:03:00+00:00","36948.71","33788.96","2019-05-02 05:36:42+00:00"
"562","562","5","43","PF","2021-07-16 16:50:00+00:00","1973.93","1811.49","2022-12-29 23:59:59.876057+00:00"
"653","653","5","43","PF","2016-06-16 14:20:00+00:00","94097.65","86317.93","2022-12-29 23:59:59.734108+00:00"
"817","817","5","43","PF","2021-11-25 15:41:00+00:00","41127.4","41896.73","2022-12-29 23:59:59.306737+00:00"
"309","309","5","50","PF","2015-07-15 11:21:00+00:00","14816.41","15334.76","2022-12-29 23:36:48+00:00"
"516","516","5","50","PF","2019-09-19 15:25:00+00:00","335.99","349.48","2022-12-30 00:00:00.409004+00:00"
"613","613","5","50","PF","2017-10-24 13:13:00+00:00","18773.49","18763.11","2022-05-13 03:12:29+00:00"
"810","810","5","50","PF","2017-07-07 15:17:00+00:00","635.03","918.39","2022-12-29 23:59:49+00:00"
"939","939","5","50","PF","2022-12-13 13:16:00+00:00","822.83","809.35","2022-12-30 00:00:00.151225+00:00"
"975","975","5","50","PF","2021-03-18 14:58:00+00:00","20.86","46.71","2022-12-30 00:00:00.328832+00:00"
"192","192","5","52","PF","2015-09-27 11:21:00+00:00","92644.5","96197.79","2022-12-30 00:00:00.752528+00:00"
"450","450","5","52","PF","2019-04-01 12:40:00+00:00","18485.22","17763.99","2022-11-30 19:32:43+00:00"
"611","611","5","52","PF","2019-08-06 14:42:00+00:00","35913.29","33542.41","2022-12-29 14:27:05+00:00"
"725","725","5","52","PF","2020-01-11 14:13:00+00:00","116.37","20.83","2022-12-29 23:59:59.912766+00:00"
"651","651","5","55","PF","2016-07-14 12:22:00+00:00","43605.49","44909.55","2021-08-23 12:42:40+00:00"
"779","779","5","55","PF","2014-04-15 11:46:00+00:00","3915.34","4232.93","2021-03-27 08:36:14+00:00"
"837","837","5","55","PF","2014-03-18 10:30:00+00:00","18181.17","16654.64","2020-05-26 22:47:20+00:00"
"327","327","5","59","PF","2021-10-08 11:35:00+00:00","12913.3","12434.7","2022-12-29 23:59:59.770314+00:00"
"388","388","5","59","PF","2017-02-14 12:43:00+00:00","14348.66","13919.02","2022-12-24 14:10:53+00:00"
"462","462","5","59","PF","2016-11-19 13:53:00+00:00","400.81","340.18","2019-12-29 08:22:09+00:00"
"485","485","5","59","PF","2017-09-23 11:16:00+00:00","21129.43","19292.72","2022-07-07 06:04:30+00:00"
"786","786","5","59","PF","2019-01-21 14:29:00+00:00","25708.99","24386.97","2022-12-30 00:00:00.091285+00:00"
"790","790","5","59","PF","2014-07-03 16:49:00+00:00","8696.47","8079.57","2021-09-20 23:50:12+00:00"
"862","862","5","59","PF","2017-11-07 11:35:00+00:00","57375.23","54060.36","2022-12-25 14:04:09+00:00"
"926","926","5","59","PF","2018-05-03 15:18:00+00:00","58479.78","53607.32","2022-12-27 06:03:23+00:00"
"370","370","5","60","PF","2022-07-08 13:14:00+00:00","370.37","308.99","2022-12-29 23:59:59.788932+00:00"
"484","484","5","60","PF","2021-07-01 12:51:00+00:00","158638.33","148919.1","2022-12-29 23:59:59.668365+00:00"
"676","676","5","60","PF","2016-04-25 15:44:00+00:00","7591.33","6859.66","2018-10-13 12:34:22+00:00"
"820","820","5","60","PF","2017-05-04 12:48:00+00:00","4803.1","4043.63","2022-12-29 23:59:59+00:00"
"237","237","5","76","PF","2021-07-28 11:45:00+00:00","230.83","197.93","2022-12-29 23:59:59.348435+00:00"
"340","340","5","76","PF","2022-02-15 12:44:00+00:00","68771.11","65285.17","2022-12-29 23:59:59.219102+00:00"
"29","29","5","92","PF","2015-07-27 11:08:00+00:00","33.4","26.34","2022-12-30 00:00:00.324619+00:00"
"72","72","5","92","PF","2019-04-07 15:08:00+00:00","27508.06","24529.73","2022-12-29 23:59:59.764744+00:00"
"76","76","5","92","PF","2015-11-06 15:36:00+00:00","330.34","294.93","2022-12-29 23:59:59.429706+00:00"
"127","127","5","92","PF","2014-04-15 10:06:00+00:00","111063.22","109931.6","2017-12-18 21:50:39+00:00"
"234","234","5","92","PF","2021-03-08 13:43:00+00:00","2649.29","2269.76","2022-12-30 00:00:00.973990+00:00"
"387","387","5","92","PF","2014-02-08 13:28:00+00:00","47010.33","43828.91","2022-12-30 00:00:00.360945+00:00"
"597","597","5","92","PF","2019-06-19 12:21:00+00:00","106127.15","108338.43","2022-12-29 23:59:59.568438+00:00"
"405","405","6","2","PF","2021-11-17 15:03:00+00:00","429.43","275.21","2022-12-30 00:00:00.962089+00:00"
"440","440","6","2","PF","2022-03-02 11:10:00+00:00","1333.13","1062.26","2022-12-29 23:59:59.640396+00:00"
"612","612","6","2","PF","2017-02-05 12:35:00+00:00","12974.97","13553.67","2022-12-29 23:59:59.409272+00:00"
"870","870","6","2","PF","2017-12-20 11:12:00+00:00","51333.78","48084.3","2022-12-13 18:36:48+00:00"
"2","2","6","16","PF","2020-03-27 13:05:00+00:00","59.28","12.72","2022-12-30 00:00:00.071193+00:00"
"33","33","6","16","PF","2016-11-10 13:52:00+00:00","11565.98","10887.28","2022-12-30 00:00:00.750304+00:00"
"64","64","6","16","PF","2016-04-18 15:57:00+00:00","6246.97","6501.51","2022-02-07 08:57:18+00:00"
"427","427","6","16","PF","2019-02-18 14:37:00+00:00","8085.96","7760.45","2022-03-04 15:00:08+00:00"
"641","641","6","16","PF","2019-12-07 13:32:00+00:00","1.31","744.27","2022-12-29 23:59:59.205176+00:00"
"856","856","6","16","PF","2015-06-24 15:02:00+00:00","11790.66","10831.83","2022-12-29 23:40:08+00:00"
"889","889","6","16","PF","2022-11-20 14:49:00+00:00","828.41","786.36","2022-12-30 00:00:00.463347+00:00"
"24","24","6","17","PF","2018-06-10 11:18:00+00:00","35486.75","34541.16","2022-12-30 00:00:00.324887+00:00"
"172","172","6","17","PF","2020-06-20 15:24:00+00:00","24099.87","24708.18","2022-12-29 23:54:14+00:00"
"332","332","6","17","PF","2020-09-10 11:54:00+00:00","85186.37","83239.81","2022-12-30 00:00:00.136318+00:00"
"578","578","6","17","PF","2021-02-03 14:52:00+00:00","19177.22","18603.7","2022-12-30 00:00:00.506930+00:00"
"819","819","6","17","PF","2022-08-02 11:24:00+00:00","54632.65","56789.22","2022-12-30 00:00:00.774919+00:00"
"163","163","6","29","PF","2020-07-26 14:45:00+00:00","16598.96","15220.77","2022-12-29 23:59:59.547366+00:00"
"169","169","6","29","PF","2015-07-01 13:19:00+00:00","25114.2","25729.27","2022-10-24 05:07:23+00:00"
"365","365","6","29","PF","2020-03-11 13:52:00+00:00","341020.82","333783.57","2022-12-29 13:45:03+00:00"
"449","449","6","29","PF","2017-11-10 12:04:00+00:00","532.3","438.38","2022-12-29 23:59:59.762018+00:00"
"706","706","6","29","PF","2019-01-10 15:36:00+00:00","1624.15","1231.68","2022-12-30 00:00:00.678695+00:00"
"935","935","6","29","PF","2018-03-22 15:23:00+00:00","327.51","186.16","2022-12-30 00:00:00.640178+00:00"
"958","958","6","29","PF","2018-10-09 15:05:00+00:00","10828.38","8596.76","2022-12-22 00:14:33+00:00"
"763","763","6","44","PF","2016-10-19 14:58:00+00:00","2213.52","2061.36","2022-12-27 22:47:18+00:00"
"107","107","6","53","PF","2020-04-19 12:09:00+00:00","273.68","160.81","2022-09-08 22:01:13+00:00"
"211","211","6","53","PF","2021-03-10 12:41:00+00:00","40789.45","41996.88","2022-12-30 00:00:00.752530+00:00"
"518","518","6","53","PF","2015-10-03 14:31:00+00:00","9879.86","9275.92","2022-12-29 23:59:50+00:00"
"785","785","6","53","PF","2021-03-15 15:01:00+00:00","666.87","524.2","2022-12-30 00:00:00+00:00"
"48","48","6","54","PF","2019-03-09 16:19:00+00:00","2545.29","2366.42","2022-12-29 23:59:59+00:00"
"452","452","6","54","PF","2020-07-18 11:22:00+00:00","159474.24","146962.43","2022-12-29 23:59:59.577003+00:00"
"643","643","6","54","PF","2022-03-26 10:46:00+00:00","32.82","37.67","2022-12-29 23:59:59.901664+00:00"
"381","381","6","66","PF","2016-10-21 15:50:00+00:00","14217.1","12694.71","2022-12-05 19:35:29+00:00"
"513","513","6","66","PF","2021-07-01 11:43:00+00:00","13393.13","13010.52","2022-12-30 00:00:00.909153+00:00"
"742","742","6","66","PF","2019-05-17 15:36:00+00:00","1612.41","1498.33","2022-11-30 22:26:57+00:00"
"206","206","6","87","PF","2018-01-05 16:28:00+00:00","19807.66","19957.4","2022-06-29 23:00:58+00:00"
"217","217","6","87","PF","2018-09-05 14:44:00+00:00","1918.21","1807.49","2022-12-30 00:00:00.245138+00:00"
"316","316","6","87","PF","2018-01-23 15:29:00+00:00","29713.0","30107.64","2022-12-29 23:59:59.123017+00:00"
"377","377","6","87","PF","2016-12-15 15:58:00+00:00","16675.08","15678.09","2022-12-29 23:59:59.570142+00:00"
"610","610","6","87","PF","2020-11-01 14:28:00+00:00","1658.48","1592.91","2022-12-29 23:59:59.050120+00:00"
"733","733","6","87","PF","2020-09-26 10:37:00+00:00","340.4","253.59","2022-06-01 14:56:47+00:00"
"932","932","6","87","PF","2015-06-21 12:06:00+00:00","11546.25","11282.89","2022-12-29 23:59:59.867681+00:00"
"249","249","6","93","PF","2019-01-10 14:25:00+00:00","715.5","659.2","2022-12-16 21:22:34+00:00"
"386","386","6","93","PF","2018-11-03 12:58:00+00:00","39716.58","36353.97","2020-12-29 13:32:54+00:00"
"590","590","6","93","PF","2018-10-09 11:33:00+00:00","33128.77","29602.17","2022-12-29 23:59:59.140697+00:00"
"720","720","6","93","PF","2021-03-23 10:56:00+00:00","4125.0","3729.58","2022-12-29 23:59:59.313784+00:00"
"871","871","6","93","PF","2022-08-22 14:00:00+00:00","93.76","31.7","2022-12-29 23:59:59.070331+00:00"
"956","956","6","93","PF","2017-07-11 15:45:00+00:00","1352.76","842.29","2022-12-29 23:59:59.244944+00:00"
"35","35","6","97","PF","2015-09-11 12:06:00+00:00","47696.28","44817.87","2022-09-03 01:15:46+00:00"
"109","109","6","97","PF","2022-03-16 13:53:00+00:00","35.22","21.66","2022-12-30 00:00:00.141983+00:00"
"255","255","6","97","PF","2022-10-10 10:25:00+00:00","9955.43","9653.13","2022-12-30 00:00:00.544877+00:00"
"320","320","6","97","PF","2017-08-26 13:14:00+00:00","37.83","19.21","2022-12-30 00:00:00.752502+00:00"
"540","540","6","97","PF","2018-12-07 16:22:00+00:00","19180.56","18481.9","2021-08-19 04:14:57+00:00"
"15","15","7","20","PF","2022-09-11 15:51:00+00:00","2647.6","3218.29","2022-12-30 00:00:00.679061+00:00"
"16","16","7","20","PF","2018-04-20 12:01:00+00:00","2065.38","2132.85","2022-12-29 23:35:48+00:00"
"17","17","7","20","PF","2020-03-12 12:51:00+00:00","326.41","237.6","2022-12-29 23:59:59.645370+00:00"
"22","22","7","20","PF","2020-11-14 11:11:00+00:00","161.32","103.16","2022-12-30 00:00:00.984558+00:00"
"31","31","7","20","PF","2016-09-25 14:39:00+00:00","21553.25","20280.68","2022-05-07 22:35:02+00:00"
"52","52","7","20","PF","2022-08-14 15:20:00+00:00","22026.2","17655.11","2022-12-29 23:59:59.006537+00:00"
